date,Fièvre,Toux,Coronavirus,Symptôme,country
2020-12-04,38.12375249500998,47.37864077669902,35.256410256410255,46.42313546423135,BE
2020-12-05,34.930139720558884,40.970873786407765,35.256410256410255,46.270928462709286,BE
2020-12-06,32.93413173652695,47.96116504854369,35.256410256410255,46.87975646879756,BE
2020-12-07,29.540918163672654,49.126213592233015,35.47008547008547,46.42313546423135,BE
2020-12-08,33.73253493013972,53.980582524271846,36.75213675213675,46.42313546423135,BE
2020-12-09,32.734530938123754,52.42718446601941,37.82051282051282,48.55403348554033,BE
2020-12-10,32.734530938123754,58.83495145631068,38.24786324786325,48.401826484018265,BE
2020-12-11,30.538922155688624,53.00970873786408,39.957264957264954,49.31506849315068,BE
2020-12-12,32.734530938123754,54.1747572815534,42.30769230769231,49.61948249619482,BE
2020-12-13,35.12974051896207,55.533980582524265,42.30769230769231,47.94520547945205,BE
2020-12-14,39.52095808383233,53.20388349514564,41.666666666666664,48.55403348554033,BE
2020-12-15,36.92614770459082,47.37864077669902,44.23076923076923,48.55403348554033,BE
2020-12-16,36.92614770459082,47.57281553398058,44.87179487179487,45.50989345509893,BE
2020-12-17,40.91816367265469,43.68932038834952,46.58119658119658,47.03196347031964,BE
2020-12-18,43.11377245508982,48.349514563106794,46.79487179487179,45.81430745814307,BE
2020-12-19,41.11776447105788,46.21359223300971,44.44444444444444,47.336377473363775,BE
2020-12-20,39.12175648702595,42.9126213592233,43.8034188034188,47.336377473363775,BE
2020-12-21,39.72055888223553,45.0485436893204,44.01709401709401,47.64079147640791,BE
2020-12-22,40.91816367265469,48.54368932038835,41.23931623931624,48.09741248097413,BE
2020-12-23,41.11776447105788,47.37864077669902,40.17094017094017,50.22831050228311,BE
2020-12-24,39.12175648702595,44.46601941747573,37.179487179487175,50.22831050228311,BE
2020-12-25,34.3313373253493,44.85436893203884,35.04273504273504,50.38051750380517,BE
2020-12-26,38.12375249500998,52.03883495145631,35.04273504273504,48.24961948249619,BE
2020-12-27,40.31936127744511,53.398058252427184,35.47008547008547,47.94520547945205,BE
2020-12-28,36.52694610778443,53.20388349514564,34.82905982905982,43.37899543378995,BE
2020-12-29,36.327345309381236,50.09708737864077,35.256410256410255,43.83561643835617,BE
2020-12-30,38.72255489021956,47.37864077669902,35.47008547008547,43.83561643835617,BE
2020-12-31,38.32335329341317,47.76699029126214,35.68376068376068,44.140030441400306,BE
2021-01-01,42.315369261477045,39.41747572815534,36.965811965811966,43.22678843226788,BE
2021-01-02,39.72055888223553,32.038834951456316,36.53846153846153,44.74885844748858,BE
2021-01-03,36.52694610778443,25.63106796116505,35.8974358974359,44.90106544901066,BE
2021-01-04,38.72255489021956,23.68932038834951,36.53846153846153,47.64079147640791,BE
2021-01-05,35.92814371257485,26.60194174757282,36.53846153846153,45.96651445966515,BE
2021-01-06,34.930139720558884,29.126213592233007,35.8974358974359,46.72754946727549,BE
2021-01-07,35.72854291417166,31.650485436893202,37.39316239316239,45.96651445966515,BE
2021-01-08,34.3313373253493,37.0873786407767,36.53846153846153,46.72754946727549,BE
2021-01-09,37.724550898203596,38.05825242718447,36.965811965811966,45.662100456621,BE
2021-01-10,40.51896207584831,40.38834951456311,38.03418803418803,46.87975646879756,BE
2021-01-11,34.131736526946106,41.553398058252434,38.46153846153846,47.1841704718417,BE
2021-01-12,34.3313373253493,41.747572815533985,38.24786324786325,45.81430745814307,BE
2021-01-13,32.734530938123754,41.747572815533985,37.6068376068376,45.205479452054796,BE
2021-01-14,33.333333333333336,44.077669902912625,36.53846153846153,45.053272450532724,BE
2021-01-15,35.52894211576846,46.601941747572816,36.324786324786324,46.87975646879756,BE
2021-01-16,31.337325349301395,45.4368932038835,35.8974358974359,47.48858447488584,BE
2021-01-17,33.13373253493014,47.57281553398058,35.8974358974359,47.1841704718417,BE
2021-01-18,45.10978043912176,49.90291262135923,35.8974358974359,47.48858447488584,BE
2021-01-19,49.500998003992024,52.23300970873787,36.324786324786324,50.83713850837138,BE
2021-01-20,51.69660678642715,50.87378640776699,37.39316239316239,50.532724505327245,BE
2021-01-21,53.89221556886228,47.18446601941748,37.6068376068376,51.2937595129376,BE
2021-01-22,51.89620758483034,44.85436893203884,38.46153846153846,49.467275494672755,BE
2021-01-23,52.69461077844312,51.844660194174764,40.598290598290596,51.598173515981735,BE
