date,Mal de gorge,Agueusie,Anosmie,Symptôme,Réaction en chaîne par polymérase
2020-10-10,49.285714285714285,25.857142857142858,30.285714285714285,66.42857142857143,63.42857142857143
2020-10-11,51.0,27.142857142857142,27.714285714285715,70.85714285714286,58.142857142857146
2020-10-12,47.714285714285715,27.571428571428573,26.714285714285715,74.57142857142857,54.142857142857146
2020-10-13,47.42857142857143,29.857142857142858,32.42857142857143,76.57142857142857,58.42857142857143
2020-10-14,49.142857142857146,28.571428571428573,37.285714285714285,78.57142857142857,56.714285714285715
2020-10-15,45.42857142857143,32.714285714285715,42.142857142857146,79.14285714285714,55.285714285714285
2020-10-16,47.142857142857146,36.285714285714285,43.57142857142857,80.71428571428571,56.857142857142854
2020-10-17,49.142857142857146,40.857142857142854,47.714285714285715,79.42857142857143,60.285714285714285
2020-10-18,47.57142857142857,45.42857142857143,54.57142857142857,80.0,68.57142857142857
2020-10-19,48.42857142857143,47.857142857142854,54.42857142857143,79.14285714285714,67.0
2020-10-20,51.57142857142857,47.857142857142854,50.0,82.0,67.57142857142857
2020-10-21,50.142857142857146,53.857142857142854,51.0,82.28571428571429,69.57142857142857
2020-10-22,51.0,58.857142857142854,57.285714285714285,84.0,70.42857142857143
2020-10-23,45.57142857142857,62.142857142857146,58.42857142857143,82.42857142857143,72.14285714285714
2020-10-24,44.42857142857143,62.0,59.714285714285715,83.57142857142857,74.0
2020-10-25,44.142857142857146,61.57142857142857,55.285714285714285,82.28571428571429,70.0
2020-10-26,43.714285714285715,57.714285714285715,61.857142857142854,81.85714285714286,71.57142857142857
2020-10-27,40.142857142857146,57.42857142857143,61.57142857142857,76.71428571428571,72.28571428571429
2020-10-28,43.0,52.42857142857143,58.57142857142857,74.42857142857143,67.71428571428571
2020-10-29,44.142857142857146,43.0,48.57142857142857,71.85714285714286,70.71428571428571
2020-10-30,43.0,39.285714285714285,43.0,72.0,64.85714285714286
2020-10-31,39.42857142857143,35.857142857142854,37.42857142857143,68.42857142857143,60.0
2020-11-01,37.714285714285715,33.285714285714285,35.857142857142854,64.71428571428571,58.857142857142854
2020-11-02,35.0,29.857142857142858,27.571428571428573,61.142857142857146,53.714285714285715
2020-11-03,33.42857142857143,28.571428571428573,26.142857142857142,58.57142857142857,47.42857142857143
2020-11-04,30.857142857142858,27.142857142857142,22.857142857142858,57.285714285714285,51.0
2020-11-05,28.428571428571427,22.285714285714285,27.571428571428573,55.714285714285715,43.857142857142854
2020-11-06,28.857142857142858,23.428571428571427,28.857142857142858,51.857142857142854,39.142857142857146
2020-11-07,26.428571428571427,29.0,27.428571428571427,49.57142857142857,39.57142857142857
2020-11-08,27.428571428571427,22.714285714285715,26.571428571428573,50.0,36.285714285714285
2020-11-09,27.714285714285715,25.0,29.428571428571427,48.142857142857146,46.142857142857146
2020-11-10,26.428571428571427,24.0,29.571428571428573,47.0,45.57142857142857
2020-11-11,25.0,25.428571428571427,26.714285714285715,45.714285714285715,52.0
2020-11-12,22.142857142857142,27.714285714285715,24.714285714285715,44.57142857142857,56.142857142857146
2020-11-13,21.142857142857142,21.0,26.0,45.42857142857143,66.71428571428571
2020-11-14,23.142857142857142,14.285714285714286,23.285714285714285,45.857142857142854,66.71428571428571
2020-11-15,19.571428571428573,16.571428571428573,23.142857142857142,42.857142857142854,68.57142857142857
2020-11-16,17.571428571428573,14.285714285714286,20.428571428571427,42.42857142857143,63.57142857142857
2020-11-17,19.142857142857142,12.0,17.714285714285715,44.0,63.142857142857146
2020-11-18,18.571428571428573,16.857142857142858,17.714285714285715,42.857142857142854,55.285714285714285
2020-11-19,18.714285714285715,14.571428571428571,10.714285714285714,43.57142857142857,55.285714285714285
2020-11-20,16.285714285714285,16.857142857142858,8.142857142857142,41.57142857142857,51.285714285714285
2020-11-21,18.142857142857142,14.571428571428571,13.571428571428571,40.57142857142857,52.0
2020-11-22,21.428571428571427,14.571428571428571,13.571428571428571,40.857142857142854,51.857142857142854
2020-11-23,22.0,16.857142857142858,13.571428571428571,40.857142857142854,48.0
2020-11-24,23.142857142857142,16.857142857142858,13.571428571428571,38.714285714285715,49.0
2020-11-25,23.142857142857142,6.857142857142857,13.571428571428571,40.142857142857146,48.42857142857143
2020-11-26,24.142857142857142,9.285714285714286,16.428571428571427,38.857142857142854,45.714285714285715
2020-11-27,25.571428571428573,7.0,13.714285714285714,38.57142857142857,43.57142857142857
2020-11-28,24.142857142857142,10.285714285714286,11.0,39.0,43.42857142857143
2020-11-29,22.285714285714285,10.285714285714286,11.0,39.714285714285715,47.57142857142857
2020-11-30,25.142857142857142,8.0,8.285714285714286,39.57142857142857,50.285714285714285
2020-12-01,,,,,
2020-12-02,,,,,
2020-12-03,,,,,
